"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Mahmoodi K.; Nepomuceno E.; Razminia A.","Mahmoodi, Kumars (57201668097); Nepomuceno, Erivelton (6603006224); Razminia, Abolhassan (36816482100)","57201668097; 6603006224; 36816482100","Wave excitation force forecasting using neural networks","2022","Energy","247","","123322","","","","3","10.1016/j.energy.2022.123322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125772438&doi=10.1016%2fj.energy.2022.123322&partnerID=40&md5=36e73ec14f3a5405709c74e1ed13f928","Article","Scopus","2-s2.0-85125772438"
"Molina A.; Jiménez-Portaz M.; Clavero M.; Moñino A.","Molina, A. (58042486400); Jiménez-Portaz, M. (57211294332); Clavero, M. (55270636300); Moñino, A. (56724190300)","58042486400; 57211294332; 55270636300; 56724190300","The effect of turbine characteristics on the thermodynamics and compression process of a simple OWC device","2022","Renewable Energy","190","","","836","847","11","2","10.1016/j.renene.2022.03.106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127799873&doi=10.1016%2fj.renene.2022.03.106&partnerID=40&md5=8289a4b0badcf6913b7b64d5fe0b9a31","Article","Scopus","2-s2.0-85127799873"
"Fang Y.; Wu H.; Zhou Q.; Jiang B.; Wang X.","Fang, Yizhou (57223042062); Wu, He (56762978400); Zhou, Qingwei (57190182718); Jiang, Bo (57190193073); Wang, Xiaoyong (53865655000)","57223042062; 56762978400; 57190182718; 57190193073; 53865655000","A Detailed Investigation Into the Wave Energy Resource at a Small-Scale Ocean Energy Test Site in China","2022","Frontiers in Energy Research","10","","883553","","","","0","10.3389/fenrg.2022.883553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134027961&doi=10.3389%2ffenrg.2022.883553&partnerID=40&md5=de8fa1a8a5b49518e5cd22a83fa43ea5","Article","Scopus","2-s2.0-85134027961"
"Zhang Y.; Zhao X.; Geng J.; Göteman M.; Tao L.","Zhang, Yang (56574688100); Zhao, Xuanlie (57188976802); Geng, Jing (56304796300); Göteman, Malin (36645791600); Tao, Longbin (57196377348)","56574688100; 57188976802; 56304796300; 36645791600; 57196377348","Wave power extraction and coastal protection by a periodic array of oscillating buoys embedded in a breakwater","2022","Renewable Energy","190","","","434","456","22","4","10.1016/j.renene.2022.03.092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127351278&doi=10.1016%2fj.renene.2022.03.092&partnerID=40&md5=db21464399af0ea03b27a6e49523eb15","Article","Scopus","2-s2.0-85127351278"
"Zhou B.-Z.; Wang Y.; Zhang H.-M.; Jin P.; Wang L.; Zhou Z.-M.","Zhou, Bin-zhen (7401906874); Wang, Yu (57671039800); Zhang, Heng-ming (57204526759); Jin, Peng (57191201587); Wang, Lei (57202139196); Zhou, Zhao-min (57671039900)","7401906874; 57671039800; 57204526759; 57191201587; 57202139196; 57671039900","Wave Extraction and Attenuation Performance of A Hybrid System of An Edinburgh Duck WEC and A Floating Breakwater","2022","China Ocean Engineering","36","2","","167","178","11","0","10.1007/s13344-022-0016-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129643759&doi=10.1007%2fs13344-022-0016-9&partnerID=40&md5=84dcbc84e441d0878ae49e2228aab4a9","Article","Scopus","2-s2.0-85129643759"
"Khan M.Z.A.; Khan H.A.; Aziz M.","Khan, Muhammed Zafar Ali (57696312000); Khan, Haider Ali (57698471200); Aziz, Muhammad (56436934500)","57696312000; 57698471200; 56436934500","Harvesting Energy from Ocean: Technologies and Perspectives","2022","Energies","15","9","3456","","","","13","10.3390/en15093456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130212834&doi=10.3390%2fen15093456&partnerID=40&md5=ed58441b281b5d589cb48ac8c5e186e7","Review","Scopus","2-s2.0-85130212834"
"Zhu L.; Ma C.; Li W.","Zhu, Lixun (57188662061); Ma, Chao (57670725200); Li, Wei (56540240900)","57188662061; 57670725200; 56540240900","A Novel Structure of Electromagnetic Lead Screw for Wave Energy Converter","2022","Energies","15","8","2876","","","","0","10.3390/en15082876","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129615376&doi=10.3390%2fen15082876&partnerID=40&md5=e9f3eb87484ba2072defbe0d351f991a","Article","Scopus","2-s2.0-85129615376"
"Depalo F.; Wang S.; Xu S.; Guedes Soares C.; Yang S.-H.; Ringsberg J.W.","Depalo, Francesco (57226404928); Wang, Shan (57209286030); Xu, Sheng (57193835701); Guedes Soares, C. (56978160800); Yang, Shun-Han (56416702800); Ringsberg, Jonas W. (6602749403)","57226404928; 57209286030; 57193835701; 56978160800; 56416702800; 6602749403","Effects of dynamic axial stiffness of elastic moorings for a wave energy converter","2022","Ocean Engineering","251","","111132","","","","8","10.1016/j.oceaneng.2022.111132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127679733&doi=10.1016%2fj.oceaneng.2022.111132&partnerID=40&md5=a43ae5dde274278e580d8ac610ee3157","Article","Scopus","2-s2.0-85127679733"
"Rony J.S.; Karmakar D.","Rony, J.S. (57280050900); Karmakar, D. (23012034300)","57280050900; 23012034300","Coupled Dynamic Analysis of Hybrid Offshore Wind Turbine and Wave Energy Converter","2022","Journal of Offshore Mechanics and Arctic Engineering","144","3","032002","","","","4","10.1115/1.4052936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127454029&doi=10.1115%2f1.4052936&partnerID=40&md5=93a2f8d9539a8a3c12ab7f9070144182","Article","Scopus","2-s2.0-85127454029"
"Meng Z.; Ding Y.; Chen Y.; Li S.","Meng, Zhongliang (57224176100); Ding, Yi (57724475700); Chen, Yun (57212152578); Li, Shizhen (55512886300)","57224176100; 57724475700; 57212152578; 55512886300","Experimental study on heave performance of a new wave energy power generation device based on regular waves","2022","Ocean Engineering","252","","111099","","","","0","10.1016/j.oceaneng.2022.111099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127306210&doi=10.1016%2fj.oceaneng.2022.111099&partnerID=40&md5=5e52ab016cfc5a47f981d0c7b2398f32","Article","Scopus","2-s2.0-85127306210"
"Wu J.; Qian C.; Zheng S.; Chen N.; Xia D.; Göteman M.","Wu, Jinming (55562276000); Qian, Chen (57216507013); Zheng, Siming (55553935700); Chen, Ni (55927188700); Xia, Dan (36071066200); Göteman, Malin (36645791600)","55562276000; 57216507013; 55553935700; 55927188700; 36071066200; 36645791600","Investigation on the wave energy converter that reacts against an internal inverted pendulum","2022","Energy","247","","123493","","","","9","10.1016/j.energy.2022.123493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124947447&doi=10.1016%2fj.energy.2022.123493&partnerID=40&md5=228047267649a4ac5e17e10b63279151","Article","Scopus","2-s2.0-85124947447"
"El Safty H.; Marsooli R.","El Safty, Hoda (23088102800); Marsooli, Reza (35790335800)","23088102800; 35790335800","Trends in the Climatology of Winter Wind Wave Heights in a Back-Barrier Bay in Western North Atlantic Ocean","2022","Journal of Waterway, Port, Coastal and Ocean Engineering","148","3","04022005","","","","0","10.1061/(ASCE)WW.1943-5460.0000705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125966584&doi=10.1061%2f%28ASCE%29WW.1943-5460.0000705&partnerID=40&md5=e3b1a755158fb36f6e402bdae32a0d48","Article","Scopus","2-s2.0-85125966584"
"Wang C.; Zhang Y.; Deng Z.","Wang, Chen (57200068835); Zhang, Yongliang (55739875300); Deng, Zhengzhi (55775063600)","57200068835; 55739875300; 55775063600","A novel dual-chamber oscillating water column system with dual lip-wall pitching motions for wave energy conversion","2022","Energy","246","","123319","","","","5","10.1016/j.energy.2022.123319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124277818&doi=10.1016%2fj.energy.2022.123319&partnerID=40&md5=641714f9bc94f26bf67bf3342eb5eca3","Article","Scopus","2-s2.0-85124277818"
"Gioia D.G.; Pasta E.; Brandimarte P.; Mattiazzo G.","Gioia, Daniele Giovanni (57574612400); Pasta, Edoardo (57218541529); Brandimarte, Paolo (6701890786); Mattiazzo, Giuliana (6602883396)","57574612400; 57218541529; 6701890786; 6602883396","Data-driven control of a Pendulum Wave Energy Converter: A Gaussian Process Regression approach","2022","Ocean Engineering","253","","111191","","","","13","10.1016/j.oceaneng.2022.111191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128131132&doi=10.1016%2fj.oceaneng.2022.111191&partnerID=40&md5=6a43fe23aa679a3922a3cc4acf6c5668","Article","Scopus","2-s2.0-85128131132"
"Magana M.E.; Parlapanis C.; Gaebele D.T.; Sawodny O.","Magana, Mario E. (7006184162); Parlapanis, Christos (57392896100); Gaebele, Daniel T. (57211621971); Sawodny, Oliver (6603314950)","7006184162; 57392896100; 57211621971; 6603314950","Maximization of Wave Energy Conversion Into Electricity Using Oscillating Water Columns and Nonlinear Model Predictive Control","2022","IEEE Transactions on Sustainable Energy","13","3","","1283","1292","9","2","10.1109/TSTE.2021.3138159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122100252&doi=10.1109%2fTSTE.2021.3138159&partnerID=40&md5=50946a8d9a8d796d2c00aa58ccb52335","Article","Scopus","2-s2.0-85122100252"
"Li C.; Zhang H.; Zhang H.; Sun B.; Yang S.","Li, Cheng (57300162000); Zhang, Haijia (57260522300); Zhang, Hao (57864884900); Sun, Bin (55576978100); Yang, Shaolin (56431482600)","57300162000; 57260522300; 57864884900; 55576978100; 56431482600","Wave-attenuation and hydrodynamic properties of twin pontoon floating breakwater with kelp","2022","Applied Ocean Research","124","","103213","","","","3","10.1016/j.apor.2022.103213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131453974&doi=10.1016%2fj.apor.2022.103213&partnerID=40&md5=2274399b17cae4a47d589a8f80420efc","Article","Scopus","2-s2.0-85131453974"
"Zhong Q.; Yeung R.W.","Zhong, Qian (57192073231); Yeung, Ronald W. (7102833332)","57192073231; 7102833332","On optimal energy-extraction performance of arrays of wave-energy converters, with full consideration of wave and multi-body interactions","2022","Ocean Engineering","250","","110863","","","","2","10.1016/j.oceaneng.2022.110863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126489586&doi=10.1016%2fj.oceaneng.2022.110863&partnerID=40&md5=ccf027a1428b35716a7feae945bae5d1","Article","Scopus","2-s2.0-85126489586"
"Park S.B.; Shin S.Y.; Shin D.G.; Park H.; Jung K.H.; Suh S.B.; Lee J.; Lee S.J.; Kim H.S.","Park, Sung Boo (57204707789); Shin, Seong Yun (57352767600); Shin, Da Gyun (57545181300); Park, Hyunjung (57329772900); Jung, Kwang Hyo (7402479754); Suh, Sung Bu (35791359900); Lee, Jaeyong (57212049412); Lee, Seung Jae (57212049447); Kim, Hyun Soo (57191717713)","57204707789; 57352767600; 57545181300; 57329772900; 7402479754; 35791359900; 57212049412; 57212049447; 57191717713","Experimental study of wave transmission and drift velocity using freely floating synthetic ice floes","2022","Ocean Engineering","251","","111058","","","","1","10.1016/j.oceaneng.2022.111058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127004145&doi=10.1016%2fj.oceaneng.2022.111058&partnerID=40&md5=9f864658262b645c0b80f65a370e093f","Article","Scopus","2-s2.0-85127004145"
"Choupin O.; Têtu A.; Del Río-Gamero B.; Ferri F.; Kofoed J.P.","Choupin, O. (57223908831); Têtu, A. (8928566900); Del Río-Gamero, B. (57197758460); Ferri, F. (55355655400); Kofoed, J.P. (7006769458)","57223908831; 8928566900; 57197758460; 55355655400; 7006769458","Premises for an annual energy production and capacity factor improvement towards a few optimised wave energy converters configurations and resources pairs","2022","Applied Energy","312","","118716","","","","4","10.1016/j.apenergy.2022.118716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125145572&doi=10.1016%2fj.apenergy.2022.118716&partnerID=40&md5=b20e6f96c607aeb1d1856e2494de219a","Article","Scopus","2-s2.0-85125145572"
"Kelly T.; Zabala I.; Peña-Sanchez Y.; Penalba M.; Ringwood J.V.; Henriques J.C.C.; Blanco J.M.","Kelly, Thomas (57196629285); Zabala, Iñaki (57202846230); Peña-Sanchez, Yerai (57200690246); Penalba, Markel (57190173438); Ringwood, John V. (6603725188); Henriques, João C. C. (36173947400); Blanco, Jesús M. (35609652200)","57196629285; 57202846230; 57200690246; 57190173438; 6603725188; 36173947400; 35609652200","A post-processing technique for removing ‘irregular frequencies’ and other issues in the results from BEM solvers","2022","International Marine Energy Journal","5","1","","123","131","8","0","10.36688/imej.5.123-131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133125548&doi=10.36688%2fimej.5.123-131&partnerID=40&md5=ca522ce5bb0099727af55cc2c66a16d2","Article","Scopus","2-s2.0-85133125548"
"Mia M.R.; Zhao M.; Wu H.; Munir A.","Mia, Mohammad Rashed (56373253800); Zhao, Ming (35114323400); Wu, Helen (57217048410); Munir, Adnan (57192064316)","56373253800; 35114323400; 57217048410; 57192064316","Numerical investigation of offshore oscillating water column devices","2022","Renewable Energy","191","","","380","393","13","3","10.1016/j.renene.2022.04.069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129488747&doi=10.1016%2fj.renene.2022.04.069&partnerID=40&md5=2aa88fcaf5fca4051d42bc06894fc726","Article","Scopus","2-s2.0-85129488747"
"Faraggiana E.; Chapman J.C.; Williams A.J.; Whitlam C.; Masters I.","Faraggiana, E. (57209285293); Chapman, J.C. (55690092100); Williams, A.J. (12807036000); Whitlam, C. (57214452888); Masters, I. (7006922942)","57209285293; 55690092100; 12807036000; 57214452888; 7006922942","Investigation of new layout design concepts of an array-on-device WaveSub device","2022","Renewable Energy","190","","","501","523","22","2","10.1016/j.renene.2022.03.126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127343831&doi=10.1016%2fj.renene.2022.03.126&partnerID=40&md5=01e8defbb9602b1f9f206930dec2d2d9","Article","Scopus","2-s2.0-85127343831"
"David D.R.; Kurniawan A.; Wolgamot H.; Hansen J.E.; Rijnsdorp D.; Lowe R.","David, Daniel R. (57353223800); Kurniawan, Adi (56235289300); Wolgamot, Hugh (55209874100); Hansen, Jeff E. (36150021500); Rijnsdorp, Dirk (55976435900); Lowe, Ryan (9844801400)","57353223800; 56235289300; 55209874100; 36150021500; 55976435900; 9844801400","Nearshore submerged wave farm optimisation: A multi-objective approach","2022","Applied Ocean Research","124","","103225","","","","0","10.1016/j.apor.2022.103225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131436742&doi=10.1016%2fj.apor.2022.103225&partnerID=40&md5=f0fd8bf6061b557a21d2845a986b82ed","Article","Scopus","2-s2.0-85131436742"
"Mohtat A.; Fagley C.; Chitale K.C.; Siegel S.G.","Mohtat, Ali (56971297300); Fagley, Casey (25221531100); Chitale, Kedar C. (55763612900); Siegel, Stefan G. (7202278222)","56971297300; 25221531100; 55763612900; 7202278222","Efficiency analysis of the cycloidal wave energy convertor under real-time dynamic control using a 3D radiation model","2022","International Marine Energy Journal","5","1","","45","56","11","0","10.36688/imej.5.45-56","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133135108&doi=10.36688%2fimej.5.45-56&partnerID=40&md5=6d2ca30a030e9a7dcd4263316801f967","Article","Scopus","2-s2.0-85133135108"
"Pavlidou L.; Angelides D.C.","Pavlidou, Lamprini (57317541900); Angelides, Demos C. (6603913142)","57317541900; 6603913142","A novel two-objective optimization computational framework for a two-body heaving wave energy converter","2022","Renewable Energy","191","","","510","534","24","0","10.1016/j.renene.2022.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129022644&doi=10.1016%2fj.renene.2022.04.006&partnerID=40&md5=06f3401fb91030f8ebcccf8874d5bca4","Article","Scopus","2-s2.0-85129022644"
"Hlophe T.; Wolgamot H.; Taylor P.H.; Kurniawan A.; Orszaghova J.; Draper S.","Hlophe, Thobani (57223858896); Wolgamot, Hugh (55209874100); Taylor, Paul H. (56587227100); Kurniawan, Adi (56235289300); Orszaghova, Jana (6507242413); Draper, Scott (36620962200)","57223858896; 55209874100; 56587227100; 56235289300; 6507242413; 36620962200","Wave-by-wave prediction in weakly nonlinear and narrowly spread seas using fixed-point surface-elevation time histories","2022","Applied Ocean Research","122","","103112","","","","5","10.1016/j.apor.2022.103112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125603281&doi=10.1016%2fj.apor.2022.103112&partnerID=40&md5=2c24806657cb7facfdbfc9d0c3cbf02c","Article","Scopus","2-s2.0-85125603281"
"Luo H.; Cao S.; Lu V.L.","Luo, Haojie (57467286900); Cao, Sunliang (55767494500); Lu, Vivien Lin (55257183600)","57467286900; 55767494500; 55257183600","The techno-economic feasibility of a coastal zero-energy hotel building supported by the hybrid wind–wave​ energy system","2022","Sustainable Energy, Grids and Networks","30","","100650","","","","7","10.1016/j.segan.2022.100650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125244363&doi=10.1016%2fj.segan.2022.100650&partnerID=40&md5=7903fb0e1b7a06dc19112a4da504ed1d","Article","Scopus","2-s2.0-85125244363"
"Vanegas-Cantarero M.M.; Pennock S.; Bloise-Thomaz T.; Jeffrey H.; Dickson M.J.","Vanegas-Cantarero, María M. (57202497535); Pennock, Shona (56572454100); Bloise-Thomaz, Tianna (57488621000); Jeffrey, Henry (22834920700); Dickson, Matthew J. (57488508500)","57202497535; 56572454100; 57488621000; 22834920700; 57488508500","Beyond LCOE: A multi-criteria evaluation framework for offshore renewable energy projects","2022","Renewable and Sustainable Energy Reviews","161","","112307","","","","4","10.1016/j.rser.2022.112307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126357658&doi=10.1016%2fj.rser.2022.112307&partnerID=40&md5=99ad38c5e04cf4d01d0c2ddb29a2b0f1","Article","Scopus","2-s2.0-85126357658"
"Ermakov A.; Marie A.; Ringwood J.V.","Ermakov, Andrei (53866430300); Marie, Alice (57347558400); Ringwood, John V. (6603725188)","53866430300; 57347558400; 6603725188","Optimal Control of Pitch and Rotational Velocity for a Cyclorotor Wave Energy Device","2022","IEEE Transactions on Sustainable Energy","13","3","","1631","1640","9","7","10.1109/TSTE.2022.3168508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128664799&doi=10.1109%2fTSTE.2022.3168508&partnerID=40&md5=70becc236dc763a19d313d0689041fdf","Article","Scopus","2-s2.0-85128664799"
"Zhang B.; Deng Z.; Miao Y.; Zhao B.; Wang Q.; Zhang K.","Zhang, Baocheng (57203786127); Deng, Ziwei (57221644515); Miao, Yu (57471647800); Zhao, Bo (56579494500); Wang, Qiang (57204799223); Zhang, Kaisheng (55475002200)","57203786127; 57221644515; 57471647800; 56579494500; 57204799223; 55475002200","Optimization of energy-capture performance of point-absorber wave energy converter","2022","International Journal of Energy Research","46","7","","9444","9455","11","0","10.1002/er.7816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125539597&doi=10.1002%2fer.7816&partnerID=40&md5=3ed2fbfc5fa9f47016b2ca96e379c4c2","Article","Scopus","2-s2.0-85125539597"
"Dessi D.; Passacantilli F.; Leonardi G.","Dessi, Daniele (8324108300); Passacantilli, Fabio (57204397384); Leonardi, Giorgia (57195236764)","8324108300; 57204397384; 57195236764","Experimental and numerical modeling of a piezoelectric floating system for wave energy harvesting","2022","Applied Ocean Research","122","","103120","","","","1","10.1016/j.apor.2022.103120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127011725&doi=10.1016%2fj.apor.2022.103120&partnerID=40&md5=92a7ffbafe916cfccca7664e4534570c","Article","Scopus","2-s2.0-85127011725"
