Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Meng, F., Sergiienko, N., Ding, B., Zhou, B., Silva, L.S.P.D., Cazzolato, B., Li, Y.","57202589321; 57133039900; 54948633800; 7401906874; 57210135719; 6603538173; 55974880400","Co-located offshore wind–wave energy systems: Can motion suppression and reliable power generation be achieved simultaneously?",2023,"Applied Energy",331,"", 120373,,,,1,10.1016/j.apenergy.2022.120373,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85143835115&partnerID=40&md5=ee2e1884fe764a8969a9d84ed6746b64",Article,Final,"",Scopus,2-s2.0-85143835115
"Zhang, Z., Qin, J., Wang, D., Wang, W., Liu, Y., Xue, G.","57210173973; 57224163773; 57983265600; 57192621272; 55323483800; 57204555395","Research on wave excitation estimators for arrays of wave energy converters",2023,"Energy",264,"", 126133,,,,1,10.1016/j.energy.2022.126133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85142708041&partnerID=40&md5=688f8061edce0c9b6448f6d0d50fa54b",Article,Final,"",Scopus,2-s2.0-85142708041
"Orejarena-Rondón, A.F., Sayol, J.-M., Hernández-Carrasco, I., Cáceres-Euse, A., Restrepo, J.C., Orfila, A.","57203222708; 55621153400; 23990447800; 57203319828; 55228535300; 8705630200","Spatio-temporal variability of mean wave energy flux in the Caribbean Sea",2023,"Journal of Ocean Engineering and Marine Energy",9,"1",,25,41,,1,10.1007/s40722-022-00246-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85136473430&partnerID=40&md5=e6052f1e48648b07ecab1564e058157c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85136473430
"Jafarzadeh, E., Kabiri-Samani, A., Boroomand, B., Bohluly, A.","57225248115; 14034193100; 6602146059; 35319759500","Analytical modeling of flexible circular submerged mound motion in gravity waves",2023,"Journal of Ocean Engineering and Marine Energy",9,"1",,181,190,,1,10.1007/s40722-022-00248-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85135308845&partnerID=40&md5=b185e4f7c3669bbad956809452f70b46",Article,Final,"",Scopus,2-s2.0-85135308845
"Francis, V., Rudman, M., Ramakrishnan, B., Loh, S., Valizadeh, A.","57203897543; 7004524067; 7004635295; 57814652100; 56971126100","Solitary wave interaction with upright thin porous barriers",2023,"Ocean Engineering",268,"", 113394,,,,1,10.1016/j.oceaneng.2022.113394,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85144394981&partnerID=40&md5=ea63f8df79ca782339b379aad1890eca",Article,Final,"",Scopus,2-s2.0-85144394981
"Katsidoniotaki, E., Shahroozi, Z., Eskilsson, C., Palm, J., Engström, J., Göteman, M.","57216490050; 57218837021; 6602853588; 55978783900; 25922429400; 36645791600","Validation of a CFD model for wave energy system dynamics in extreme waves",2023,"Ocean Engineering",268,"", 113320,,,,1,10.1016/j.oceaneng.2022.113320,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85144021092&partnerID=40&md5=ba5ceb8044aa75d9eb727e677ca47d83",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85144021092
"Liang, H., Qiao, D., Wang, X., Zhi, G., Yan, J., Ning, D., Ou, J.","56153124000; 36086630100; 57964296300; 57222360594; 57842625200; 7005820185; 57211125450","Energy capture optimization of heave oscillating buoy wave energy converter based on model predictive control",2023,"Ocean Engineering",268,"", 113402,,,,1,10.1016/j.oceaneng.2022.113402,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85143880521&partnerID=40&md5=d07ed05b3fae5a02a13ae81c345562c4",Article,Final,"",Scopus,2-s2.0-85143880521
"Zhou, Y., Ning, D., Chen, L., Mayon, R., Zhang, C.","57202786741; 7005820185; 56272473700; 57195538550; 56571698800","Experimental investigation on an OWC wave energy converter integrated into a floating offshore wind turbine",2023,"Energy Conversion and Management",276,"", 116546,,,,1,10.1016/j.enconman.2022.116546,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85143789810&partnerID=40&md5=7505ab85f95e5da0f8880e9d14318357",Article,Final,"",Scopus,2-s2.0-85143789810
"Poguluri, S.K., Kim, D., Lee, Y., Shin, J.-H., Bae, Y.H.","57194718601; 57214593893; 58209781300; 57192238547; 56911710700","Design optimization of asymmetric wave energy converter using artificial neural network model",2023,"International Journal of Naval Architecture and Ocean Engineering",15,"", 100529,,,,1,10.1016/j.ijnaoe.2023.100529,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85154588381&partnerID=40&md5=54a8611e24868d898584c013961374a9",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85154588381
"Kim, J., Kim, D., George, A., Cho, I.-H.","55905159800; 57214593893; 57217247986; 36951775200","Experimental study of multiple hemisphere wave energy converters arrayed in a water channel resonator",2023,"International Journal of Naval Architecture and Ocean Engineering",15,"", 100513,,,,1,10.1016/j.ijnaoe.2023.100513,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85147851147&partnerID=40&md5=7b7178005dc03705f2fad47233008b15",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85147851147
"Zapata, H.M., Perez, M.A., Marquez Alcaide, A.","57216630284; 57198354414; 56088414100","Control of Cascaded Multilevel Converter for Wave Energy Applications",2023,"Energies",16,"1", 71,,,,1,10.3390/en16010071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85145771501&partnerID=40&md5=bb189c8aa7856ca595090358fa2a60fb",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85145771501
"Wang, Z., Wu, S., Lu, K.-H.","58043203700; 58043424600; 35170628000","Improvement of Stability in an Oscillating Water Column Wave Energy Using an Adaptive Intelligent Controller",2023,"Energies",16,"1", 133,,,,1,10.3390/en16010133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85145649878&partnerID=40&md5=8adf9a64abd3c005300cc5643e9026d3",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85145649878
"Hlophe, T., Taylor, P.H., Kurniawan, A., Orszaghova, J., Wolgamot, H.","57223858896; 56587227100; 56235289300; 6507242413; 55209874100","Phase-resolved wave prediction in highly spread seas using optimised arrays of buoys",2023,"Applied Ocean Research",130,"", 103435,,,,1,10.1016/j.apor.2022.103435,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85144379990&partnerID=40&md5=a4059d89acaa41f411119d87f120dbab",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85144379990
"Jin, S., Wang, D., Hann, M., Collins, K., Conley, D., Greaves, D.","57195493070; 57246099100; 55851687200; 52063145800; 56724698400; 7102627638","A designed two-body hinged raft wave energy converter: From experimental study to annual power prediction for the EMEC site using WEC-Sim",2023,"Ocean Engineering",267,"", 113286,,,,1,10.1016/j.oceaneng.2022.113286,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85143861302&partnerID=40&md5=194df2b64a76320312a1567a8c2c5a9c",Article,Final,"",Scopus,2-s2.0-85143861302
"Jalani, M.A., Saad, M.R., Samion, M.K.H., Imai, Y., Nagata, S., Abdul Rahman, M.R.","57373756100; 57198189565; 57212466047; 23011840900; 35292760900; 56312230800","Numerical study on a hybrid WEC of the Backward Bent Duct Buoy and Point Absorber",2023,"Ocean Engineering",267,"", 113306,,,,1,10.1016/j.oceaneng.2022.113306,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85143357570&partnerID=40&md5=1b37e6d0fcee41c65798c1ca273df666",Article,Final,"",Scopus,2-s2.0-85143357570
"Chitale, K.C., Fagley, C., Mohtat, A., Siegel, S.G.","55763612900; 25221531100; 56971297300; 7202278222","Numerical Evaluation of Climate Scatter Performance of a Cycloidal Wave Energy Converter",2022,"International Marine Energy Journal",5,"3",,315,326,,1,10.36688/IMEJ.5.315-326,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85147827216&partnerID=40&md5=794a30bc59efa387e01102f634071dc9",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85147827216
"Homayoun, E., Panahi, S., Ghassemi, H., He, G., Liu, P.","57210464698; 57200686349; 23008523400; 35366322200; 35364811000","Power absorption of combined wind turbine and wave energy converter mounted on braceless floating platform",2022,"Ocean Engineering",266,"", 113027,,,,1,10.1016/j.oceaneng.2022.113027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85141989763&partnerID=40&md5=dbe8dcdd452ce4bf5382c6ed40798868",Article,Final,"",Scopus,2-s2.0-85141989763
"Hossain, M.N., Araki, S.","57224577810; 7402411003","Energy dissipation model for irregular breaking waves owing to air bubbles",2022,"Ocean Engineering",266,"", 112985,,,,1,10.1016/j.oceaneng.2022.112985,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85141962683&partnerID=40&md5=2ad155b5b7192c6b3719b38387e341b8",Article,Final,"",Scopus,2-s2.0-85141962683
"Stansby, P., Draycott, S., Li, G., Zhao, C., Carpintero Moreno, E., Pillai, A., Johanning, L.","7005162974; 56912229100; 57958118000; 57194778372; 56488125300; 57197340155; 13605483700","Experimental study of mooring forces on the multi-float WEC M4 in large waves with buoy and elastic cables",2022,"Ocean Engineering",266,"", 113049,,,,1,10.1016/j.oceaneng.2022.113049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85141443267&partnerID=40&md5=b222692ebfcac4939829f6df7dd75d8f",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85141443267
"Zhang, Y., Xu, L., Ding, Z., Hu, M.","55983830100; 57199907152; 57941824500; 57942045900","Wave propulsion and sea-keeping enhancement for ships in rough sea condition by flapping foils",2022,"Ocean Engineering",266,"", 112802,,,,1,10.1016/j.oceaneng.2022.112802,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85140609975&partnerID=40&md5=b772deb9500eaaffb4732cc14d6210d9",Article,Final,"",Scopus,2-s2.0-85140609975
"Lin, Y., Wang, N., Hui, X., Karimi, H.R., Liu, S.","57930831600; 55871122684; 57930978700; 55534323600; 40561428900","Finite-time cascade-like tracking control of direct-drive wave energy converters",2022,"Ocean Engineering",266,"", 112622,,,,1,10.1016/j.oceaneng.2022.112622,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85140015571&partnerID=40&md5=33713b9584224aa0c583da705febf007",Article,Final,"",Scopus,2-s2.0-85140015571
"Sun, X., Ma, S., Sang, H., Li, C., Liu, J.","57221082699; 57927259000; 35932656300; 57195491320; 57927735200","Research on the propulsion performance of spring-hydrofoil mechanism of the wave glider",2022,"Ocean Engineering",266,"", 112709,,,,1,10.1016/j.oceaneng.2022.112709,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85139846881&partnerID=40&md5=96664b37a7ac6a4389c70698d35934e2",Article,Final,"",Scopus,2-s2.0-85139846881
"Yi, M., Kong, W., Zhang, Z., Azam, A., Ahmed, A., Li, H., He, L., Li, N., Xu, Y.","57223354055; 57741230500; 14625810900; 57211580254; 57211583874; 57208621692; 58039413200; 57365151300; 57651967000","A wave energy harvesting system for applications in deep-sea exploration",2022,"Sustainable Energy and Fuels",7,"4",,1051,1066,,1,10.1039/d2se01115h,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85146974249&partnerID=40&md5=f481c3fb9aeb466566b62c7fdf27e4cc",Article,Final,"",Scopus,2-s2.0-85146974249
"Chen, Z., Li, X., Cui, Y., Hong, L.","55822692500; 58001598300; 58002047600; 57213297754","Modeling, Experimental Analysis, and Optimized Control of an Ocean Wave Energy Conversion System in the Yellow Sea near Lianyungang Port",2022,"Energies",15,"23", 8788,,,,1,10.3390/en15238788,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85143755545&partnerID=40&md5=7d3129fb067aead37f127b3bb0933460",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85143755545
"Alkhalifa, A.S., Uddin, M.N., Atkinson, M.","57999263300; 57406840500; 36625043600","Aerodynamic Performance Analysis of Trailing Edge Serrations on a Wells Turbine",2022,"Energies",15,"23", 9075,,,,1,10.3390/en15239075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85143672885&partnerID=40&md5=ca5f3372599f262ad49e44782cfbb6b1",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85143672885
"Güths, A.K., Teixeira, P.R.F., Didier, E.","57194204609; 57904935100; 22979329400","A novel geometry of an onshore Oscillating Water Column wave energy converter",2022,"Renewable Energy",201,"",,938,949,,1,10.1016/j.renene.2022.10.121,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85141941426&partnerID=40&md5=d275df66addda1a4a13a22cc4362dba7",Article,Final,"",Scopus,2-s2.0-85141941426
"Liu, Y., Mizutani, N., Cho, Y.-H., Nakamura, T.","57384136300; 7103045090; 57221669531; 57956766600","Performance enhancement of a bottom-hinged oscillating wave surge converter via resonant adjustment",2022,"Renewable Energy",201,"",,624,635,,1,10.1016/j.renene.2022.10.130,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85141488323&partnerID=40&md5=d4ae818596e3a5885c8b1271d477b87d",Article,Final,"",Scopus,2-s2.0-85141488323
"Park, J.C., Wang, C.M., Cho, I.H.","57214119389; 57212922941; 36951775200","Hydrodynamic behaviour of floating polygonal compound platforms with wide porous media",2022,"Ocean Engineering",265,"", 112672,,,,1,10.1016/j.oceaneng.2022.112672,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85140744258&partnerID=40&md5=ee158e5a2652ca133492d92a843ddb82",Article,Final,"",Scopus,2-s2.0-85140744258
"Trivedi, K., Koley, S.","57216703402; 57205636510","Hydrodynamics of an U-shaped OWC device in a two-layer fluid system",2022,"Energy Reports",8,"",,106,111,,1,10.1016/j.egyr.2022.10.250,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85140341746&partnerID=40&md5=92c559e18dbb53df3ec19041bc9b18ea",Article,Final,"",Scopus,2-s2.0-85140341746
"Chen, W., Zhou, B., Huang, H., Lu, Y., Li, S., Gao, F.","56372835300; 57931372100; 57931372200; 57470168600; 57564408100; 56489135000","Design, modeling and performance analysis of a deployable WEC for ocean robots",2022,"Applied Energy",327,"", 119993,,,,1,10.1016/j.apenergy.2022.119993,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85140042725&partnerID=40&md5=e76a030d44f3b793ccd25d4888d440fa",Article,Final,"",Scopus,2-s2.0-85140042725
"Nguyen, N.-M., Van, D.D., Le, D.T., Cong, S.D., Pham, N.T., Nguyen, Q., Tran, B., Wright, D.P., Tanim, A.H., Anh, D.T.","57208760973; 57393697900; 57923455700; 57923353700; 57243980400; 57923334600; 57923415200; 57219563860; 57200516335; 57210116833","Wave reduction efficiency for three classes of breakwaters on the coastal Mekong Delta",2022,"Applied Ocean Research",129,"", 103362,,,,1,10.1016/j.apor.2022.103362,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85139597035&partnerID=40&md5=04469786feb346c2c44ebe1fa2b520d2",Article,Final,"",Scopus,2-s2.0-85139597035
"Mia, M.R., Zhao, M., Wu, H., Palmer, H.","56373253800; 35114323400; 57217048410; 57911060700","Numerical simulation of a stationary offshore multi-chamber OWC wave energy converter",2022,"Ocean Engineering",265,"", 112546,,,,1,10.1016/j.oceaneng.2022.112546,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85138997416&partnerID=40&md5=be60161add7cd335c34277c6a86b7347",Article,Final,"",Scopus,2-s2.0-85138997416
"Niknafs, S., Shiri, A., Bagheri, S.","57855821700; 24367194000; 57190183508","Design and optimization of air-cored double-sided linear permanent magnet generators for wave energy conversion",2022,"Energy Science and Engineering",10,"12",,4481,4495,,1,10.1002/ese3.1284,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85136471358&partnerID=40&md5=5471f164e40fd183729f21c225489566",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85136471358
"Jiang, X.S., Hong, Y., Chen, K., Cheung, N., Wai Eric Cheng, K., Pan, J.F.","57222098430; 55973412300; 57222092464; 7202607917; 57794899100; 9275549300","A communication-free droop control scheme for distributed linear switched reluctance wave power generation system with adaptive voltage compensation",2022,"International Journal of Electrical Power and Energy Systems",143,"", 108461,,,,1,10.1016/j.ijepes.2022.108461,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85133869852&partnerID=40&md5=1e0c89d012e7aa02bd542d75a533d535",Article,Final,"",Scopus,2-s2.0-85133869852
"Zhang, S., Lian, J., Li, J., Liu, F., Ma, B.","57429282500; 55450092500; 27169524200; 57859506500; 57208294814","Wavelet bispectral analysis and nonlinear characteristics in waves generated by submerged jets",2022,"Ocean Engineering",264,"", 112473,,,,1,10.1016/j.oceaneng.2022.112473,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85137705581&partnerID=40&md5=6f6f81f0aca094c171953141c88cb893",Article,Final,"",Scopus,2-s2.0-85137705581
"Chen, J., Bao, B., Liu, J., Wu, Y., Wang, Q.","57869547200; 57191224433; 57869248300; 57869547300; 57223862005","Pendulum Energy Harvesters: A Review",2022,"Energies",15,"22", 8674,,,,1,10.3390/en15228674,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85142627232&partnerID=40&md5=6c0759e9a502e11d0eecd3e7e9b82aad",Review,Final,"All Open Access, Gold",Scopus,2-s2.0-85142627232
"Li, X., Xiao, Q.","57356077800; 7102049849","A Numerical Study on an Oscillating Water Column Wave Energy Converter with Hyper-Elastic Material",2022,"Energies",15,"22", 8345,,,,1,10.3390/en15228345,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85142605091&partnerID=40&md5=39a0ea35ed220476fc5352e706fbbbef",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85142605091
"Simonetti, I., Esposito, A., Cappietti, L.","55806650700; 57608260300; 12784579600","Experimental Proof-of-Concept of a Hybrid Wave Energy Converter Based on Oscillating Water Column and Overtopping Mechanisms",2022,"Energies",15,"21", 8065,,,,1,10.3390/en15218065,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85141876581&partnerID=40&md5=d4fa9af3557fd2db93693f653e1ef01f",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85141876581
"Ramezanzadeh, S., Ozbulut, M., Yildiz, M.","57217149020; 55927325600; 57220769977","A Numerical Investigation of the Energy Efficiency Enhancement of Oscillating Water Column Wave Energy Converter Systems",2022,"Energies",15,"21", 8276,,,,1,10.3390/en15218276,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85141876372&partnerID=40&md5=4707af813d2b89143588767fec69f8d0",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85141876372
